HW_MISC_,THERMAL_CTRL_3,0x15C,2,0,0-0,0-0
HW_MISC_,THERMAL_CTRL_4,0x160,2,0,0-0,0-0
HW_MISC_,THERMAL_CTRL_5,0x164,2,0,0-0,0-0
HW_MISC_,THERMAL_CTRL_6,0x168,3,32,0-0,0-1
HW_MISC_,THERMAL_CTRL_7,0x170,3,32,0-0,0-1
HW_MISC_,THERMAL_STS_0,0x178,3,0,0-0,0-0
HW_MISC_,THERMAL_STS_1,0x17C,2,0,0-0,0-0
HW_MISC_,THERMAL_STS_2,0x180,2,0,0-0,0-0
HW_MISC_,THERMAL_STS_3,0x184,2,0,0-0,0-0
HW_MISC_,THERMAL_STS_4,0x188,3,0,0-0,0-0
HW_MISC_,DDRSWR_CTRL_0,0x18C,9,0,0-0,0-0
HW_MISC_,DDRSWR_CTRL_1,0x190,3,0,0-0,0-0
HW_MISC_,DDRSWR_STS_0,0x194,2,0,0-0,0-0
HW_MISC_,DDRSWR_STS_1,0x198,2,0,0-0,0-0
HW_MISC_,CRASH_INTR_EN_0,0x19C,6,0,0-0,0-0
HW_MISC_,CRASH_INTR_EN_1,0x1A0,4,0,0-0,0-0
HW_MISC_,CRASH_INTR_STS_0,0x1A4,6,0,0-0,0-0
HW_MISC_,CRASH_INTR_STS_1,0x1A8,4,0,0-0,0-0
HW_MISC_,CRASH_CONFIG_0,0x1AC,4,0,0-0,0-0
HW_MISC_,CRASH_CONFIG_1,0x1B0,4,0,0-0,0-0
HW_MISC_,CRASH_CONFIG_2,0x1B4,2,0,0-0,0-0
HW_MISC_,CRASH_CONFIG_3,0x1B8,2,0,0-0,0-0
HW_MISC_,CRASH_CONFIG_4,0x1BC,3,0,0-0,0-0
HW_MISC_,DDS_CHIP_CTRL_0,0x1C0,6,0,0-0,0-0
HW_MISC_,DDS_CHIP_STS_0,0x1C4,4,0,0-0,0-0
CHP_INFORMATION,MODEL_NAME_INFO,0x10000,5,0,0-0,0-0
CHP_INFORMATION,CHIP_INFO,0x10004,4,0,0-0,0-0
CHP_INFORMATION,BOND_INFO,0x10008,3,0,0-0,0-0
CHP_INFORMATION,MISCELLANEOUS_CONFIGURE0,0x1C8,3,0,0-0,0-0
CHP_INFORMATION,FORCE_P_ABLTY,0x1CC,15,32,0-0,0-10
CHP_INFORMATION,MDX_PHY_REG1,0x1F8,3,0,0-0,0-0
CHP_INFORMATION,ROUTER_UPS_CFG,0x1FC,2,0,0-0,0-0
CHP_INFORMATION,P_ABLTY,0x200,15,32,0-0,0-10
CHP_INFORMATION,RTL_OUI_CFG,0x22C,2,0,0-0,0-0
CHP_INFORMATION,REVISON_CFG,0x230,2,0,0-0,0-0
CHP_INFORMATION,MODEL_CFG,0x234,2,0,0-0,0-0
CHP_INFORMATION,ABLTY_FORCE_MODE,0x238,17,32,0-0,0-10
CHP_INFORMATION,DEBUG_SEL,0x264,1,0,0-0,0-0
CHP_INFORMATION,DEBUG_SEL_TOP,0x268,10,0,0-0,0-0
CHP_INFORMATION,RST_SYNC_FIFO,0x26C,3,0,0-0,0-0
CHP_INFORMATION,SDS_CFG,0x270,4,32,0-0,0-2
CHP_INFORMATION,MAC_ACT_CFG,0x27C,4,0,0-0,0-0
CHP_INFORMATION,BYPS_ABLTY_LOCK,0x280,2,0,0-0,0-0
CHP_INFORMATION,FIFO_ERR_STS,0x284,2,0,0-0,0-0
CHP_INFORMATION,SDS_AN_RX_CFG,0x288,2,0,0-0,0-0
CHP_INFORMATION,SDS_FIB_STATUS,0x28C,10,32,0-0,0-2
CHP_INFORMATION,HWPKT_GEN_STA,0x230F0,4,0,0-0,0-0
CHP_INFORMATION,GPHY_AFE_DBG_CFG,0x298,4,0,0-0,0-0
CHP_INFORMATION,DYNGASP_CTRL,0x29C,11,0,0-0,0-0
CHP_INFORMATION,BOND_STS,0x2A0,2,0,0-0,0-0
CHP_INFORMATION,STRAP_STS,0x2A4,1,32,0-0,0-1
CHP_INFORMATION,MISCELLANEOUS_BONDING,0x2AC,7,0,0-0,0-0
CHP_INFORMATION,MISCELLANEOUS_STRAPPING0,0x2B0,2,0,0-0,0-0
CHP_INFORMATION,MAC_DLYLNK,0x2B4,8,0,0-0,0-0
CHP_INFORMATION,PONCTRL,0x2B8,9,0,0-0,0-0
CHP_INFORMATION,HSG_SDS_CTRL,0x2BC,5,0,0-0,0-0
MAC_CONTROL,CPU_HASH_SELECT_CTRL,0x1101C,1,1,0-6,0-0
MAC_CONTROL,CPU_HASH_PORT_CTRL,0x11020,1,1,0-15,0-0
MAC_CONTROL,CPU_HASH_CTRL,0x11024,2,0,0-0,0-0
MAC_CONTROL,CPU_TAG_INSERT_CTRL,0x230F4,1,1,0-0,0-2
MAC_CONTROL,CPU_TAG_AWARE_CTRL,0x230F8,1,1,0-0,0-2
MAC_CONTROL,ACCEPT_MAX_LEN_CTRL,0x11028,2,32,0-0,0-10
MAC_CONTROL,CFG_MAC_MISC,0x230FC,12,0,0-0,0-0
MAC_CONTROL,CFG_BACKPRESSURE,0x23100,5,0,0-0,0-0
MAC_CONTROL,CFG_UNHIOL,0x23104,9,0,0-0,0-0
MAC_CONTROL,SWITCH_MAC,0x23108,7,64,0-0,0-0
MAC_CONTROL,SWITCH_CTRL,0x23110,9,0,0-0,0-0
MAC_CONTROL,CFG_L2TP_SPORT,0x23114,2,0,0-0,0-0
MAC_CONTROL,INBW_HBOUND,0x23118,2,0,0-0,0-0
MAC_CONTROL,INBW_LBOUND,0x2311C,2,0,0-0,0-0
MAC_CONTROL,P_TX_ERR_CNT,0x20000,2,32,0-0,0-10
MAC_CONTROL,P_MISC,0x20004,19,32,0-0,0-10
MAC_CONTROL,P_CUR_RATE,0x20008,1,32,0-0,0-10
MAC_CONTROL,UTP_FIBER_AUTODET,0x2C0,12,32,0-0,0-2
MAC_CONTROL,CHANGE_DUPLEX_CTRL,0x23120,5,0,0-0,0-0
MAC_CONTROL,EXTG_ACTYPE0,0x22000,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE1,0x2201C,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE2,0x22038,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE3,0x22054,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE4,0x22070,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE5,0x2208C,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE6,0x220A8,2,32,0-0,0-6
MAC_CONTROL,EXTG_ACTYPE7,0x220C4,2,32,0-0,0-6
MAC_CONTROL,EXTHDR_DAT,0x24000,1,32,0-0,0-127
PHY_SERDES,WSDS_ANA_00,0x40000,6,0,0-0,0-0
